,0
1037,8
1038,8
1039,8
1048,8
1049,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,8
1062,8
1065,8
1066,8
1067,8
2093,8
2094,8
2095,8
2096,8
2097,8
2098,8
1070,8
1071,8
1072,8
2102,8
2103,8
1076,8
1073,8
1075,8
1088,8
1089,8
1094,8
1095,8
1098,8
1099,8
1118,8
1119,8
1120,8
1121,8
1122,8
2144,8
2145,8
1125,8
2150,8
2146,8
1126,8
1129,8
1127,8
1128,8
2147,8
2148,8
2158,8
2159,8
2160,8
1132,8
1133,8
1134,8
1135,8
2156,8
2157,8
1143,8
1144,8
2167,8
2168,8
2169,8
2170,8
2171,8
2172,8
2173,8
2174,8
2175,8
2176,8
2177,8
2179,8
2180,8
2181,8
2182,8
2183,8
2184,8
2185,8
2186,8
1164,8
2187,8
2188,8
1167,8
2189,8
2190,8
2191,8
2192,8
2193,8
2194,8
2195,8
2196,8
2197,8
2198,8
2199,8
2200,8
2201,8
1173,8
1174,8
1192,8
1197,8
1199,8
1200,8
5298,8
1205,8
1206,8
5302,8
5303,8
5307,8
5308,8
5315,8
5317,8
5320,8
5321,8
5322,8
5323,8
5324,8
5326,8
5327,8
5328,8
5341,8
5342,8
5345,8
5346,8
5347,8
5348,8
5349,8
5350,8
1255,8
1256,8
1257,8
5351,8
1259,8
1260,8
1261,8
1262,8
1263,8
1264,8
5352,8
1266,8
1267,8
1268,8
5370,8
5371,8
5372,8
5373,8
5374,8
5375,8
5376,8
5377,8
5378,8
5379,8
5380,8
5381,8
5385,8
5386,8
5387,8
5390,8
1297,8
1299,8
1300,8
1301,8
2149,8
2151,8
2152,8
2153,8
2154,8
2155,8
5749,8
2161,8
2162,8
2163,8
1146,8
2164,8
1147,8
2165,8
1148,8
2166,8
1149,8
1150,8
1151,8
1152,8
2774,8
2783,8
2784,8
1166,8
2797,8
1168,8
1169,8
1170,8
768,8
770,8
1171,8
1172,8
4880,8
4882,8
4883,8
4884,8
4885,8
4886,8
4887,8
4888,8
4889,8
4891,8
4892,8
4893,8
4894,8
4896,8
4897,8
4898,8
4899,8
4900,8
4901,8
4902,8
4903,8
4904,8
4905,8
4906,8
4907,8
4908,8
4909,8
4910,8
4911,8
4912,8
4915,8
4916,8
4917,8
822,8
823,8
824,8
825,8
826,8
4921,8
4922,8
4923,8
830,8
831,8
866,8
867,8
868,8
869,8
870,8
871,8
872,8
873,8
874,8
1968,8
2006,8
2010,8
2011,8
2012,8
2042,8
4096,31
4097,31
4098,31
4099,31
4100,31
4101,31
4102,31
4103,31
4104,31
3081,31
4105,31
3108,31
3109,31
3110,31
3112,31
3113,31
3114,31
43,31
44,31
45,31
46,31
47,31
48,31
49,31
50,31
51,31
52,31
53,31
54,31
55,31
56,31
57,31
58,31
59,31
3126,31
61,31
62,31
63,31
3127,31
65,31
66,31
67,31
68,31
69,31
70,31
71,31
72,31
73,31
3143,31
3144,31
76,31
3147,31
3148,31
3150,31
3151,31
3152,31
3153,31
3154,31
3149,31
3157,31
3158,31
3159,31
3160,31
3155,31
3156,31
3163,31
3164,31
3165,31
3166,31
3167,31
3168,31
3169,31
3170,31
3171,31
3172,31
3173,31
4091,31
3176,31
3175,31
3178,31
3180,31
3181,31
3182,31
3183,31
3184,31
3185,31
3186,31
3190,31
3196,31
3197,31
3198,31
3199,31
2202,31
2203,31
155,31
2204,31
2205,31
2206,31
2207,31
2208,31
2209,31
2210,31
163,31
157,31
2214,31
2215,31
2216,31
2217,31
2218,31
2219,31
168,31
2220,31
174,31
169,31
173,31
177,31
175,31
180,31
181,31
182,31
183,31
184,31
185,31
186,31
187,31
188,31
189,31
190,31
191,31
3304,31
3305,31
3306,31
3307,31
5404,31
301,31
3115,31
3116,31
3117,31
3128,31
3129,31
3130,31
3131,31
3138,31
3139,31
3140,31
3146,31
4673,31
4674,31
4675,31
4676,31
4678,31
4679,31
4680,31
4682,31
4688,31
4689,31
4691,31
4692,31
4693,31
4694,31
4695,31
4696,31
4697,31
4698,31
4699,31
4700,31
4701,31
4705,31
4706,31
4707,31
5801,31
5802,31
5803,31
5804,31
5805,31
5806,31
5807,31
5813,31
5814,31
5815,31
5816,31
5817,31
5818,31
5819,31
5820,31
5821,31
5822,31
5823,31
5824,31
5825,31
5826,31
5827,31
5828,31
5829,31
5830,31
5831,31
5832,31
5833,31
5834,31
5835,31
5836,31
5837,31
5838,31
5839,31
5840,31
5841,31
5842,31
5843,31
5844,31
5845,31
5846,31
5847,31
5848,31
2840,31
158,31
2847,31
159,31
160,31
161,31
2861,31
2862,31
2863,31
2864,31
162,31
2865,31
2866,31
2870,31
2871,31
2872,31
2873,31
2874,31
165,31
2897,31
2901,31
2902,31
2903,31
2904,31
2906,31
2907,31
2908,31
2911,31
2913,31
2914,31
2915,31
2916,31
2917,31
2918,31
2211,31
2212,31
2213,31
1922,31
1923,31
1937,31
1947,31
4044,31
4045,31
4046,31
4047,31
4048,31
4049,31
4050,31
4051,31
4052,31
4053,31
4054,31
4056,31
4057,31
4058,31
4059,31
4060,31
4061,31
4062,31
4063,31
4064,31
4065,31
4066,31
4067,31
4068,31
4069,31
4070,31
4071,31
4072,31
4073,31
4074,31
4075,31
4076,31
4077,31
4078,31
4079,31
4080,31
4081,31
4082,31
4083,31
4084,31
4085,31
4086,31
4087,31
4088,31
4089,31
4090,31
3059,31
4092,31
4093,31
4094,31
4095,31
3584,19
3585,19
3586,19
3587,19
3588,19
3589,19
3590,19
3591,19
3592,19
3595,19
3596,19
3597,19
3598,19
3599,19
3569,19
3570,19
3627,19
3636,19
3575,19
3576,19
3577,19
3578,19
6230,19
3579,19
6233,19
6234,19
6235,19
6236,19
3580,19
6238,19
6239,19
3581,19
6242,19
6243,19
6244,19
6245,19
6246,19
3582,19
3583,19
6252,19
3464,19
6305,19
3495,19
3496,19
3498,19
3499,19
6314,19
6315,19
3502,19
3503,19
6316,19
6317,19
6318,19
6319,19
6320,19
3500,19
3501,19
3504,19
3505,19
3506,19
3507,19
3508,19
3509,19
3510,19
3511,19
3512,19
3513,19
3514,19
3515,19
3516,19
3517,19
3518,19
3519,19
3520,19
3521,19
3522,19
3523,19
3524,19
3525,19
3526,19
3527,19
3528,19
3529,19
3530,19
3531,19
3532,19
3533,19
3535,19
3536,19
3537,19
3814,19
3815,19
3817,19
3818,19
3819,19
3820,19
3821,19
3822,19
3568,19
3825,19
3826,19
3827,19
3828,19
3829,19
3830,19
3831,19
3832,19
3833,19
3834,19
3835,19
3571,19
3837,19
3573,19
3574,19
5156,11
5157,11
5158,11
5159,11
5160,11
5161,11
5162,11
5163,11
5164,11
5167,11
5168,11
5175,11
5176,11
5177,11
5178,11
5179,11
5180,11
5181,11
5182,11
5183,11
5184,11
5185,11
5187,11
5188,11
5190,11
