,0
7168,30
6665,30
6666,30
6669,30
6670,30
6671,30
6672,30
6676,30
7716,30
7718,30
6728,30
6737,30
6743,30
6751,30
6764,30
6768,30
6769,30
6770,30
6775,30
6776,30
6777,30
6778,30
6782,30
6784,30
6790,30
6791,30
6792,30
6794,30
6797,30
6798,30
6799,30
6800,30
6801,30
6802,30
6803,30
6807,30
6808,30
6811,30
6812,30
6813,30
6818,30
6819,30
6820,30
6821,30
6825,30
8874,30
6827,30
8876,30
8875,30
8877,30
6834,30
6835,30
6836,30
6837,30
6651,30
6841,30
6842,30
6844,30
8893,30
6848,30
6852,30
6853,30
8901,30
8902,30
8903,30
6856,30
8907,30
6865,30
6866,30
6874,30
6876,30
6879,30
6880,30
6885,30
6374,30
6888,30
6889,30
6890,30
6891,30
6892,30
6894,30
6895,30
6390,30
6394,30
6907,30
6908,30
6909,30
6910,30
6395,30
6396,30
6398,30
6399,30
6400,30
6401,30
6911,30
6914,30
6915,30
6420,30
6422,30
6425,30
6945,30
6433,30
6434,30
6948,30
6949,30
6435,30
6946,30
6438,30
6952,30
6443,30
6445,30
6449,30
6451,30
6452,30
6967,30
6459,30
6463,30
6977,30
6979,30
6980,30
6981,30
6468,30
6471,30
6985,30
6474,30
6986,30
6987,30
6988,30
6485,30
6486,30
6487,30
6488,30
6489,30
6493,30
6496,30
6497,30
6499,30
6500,30
7014,30
7016,30
7021,30
8562,30
8566,30
8567,30
7032,30
6518,30
6522,30
6523,30
7035,30
6520,30
8570,30
8571,30
7036,30
7037,30
8574,30
7038,30
8576,30
7043,30
7556,30
7055,30
6544,30
6545,30
7060,30
7062,30
7063,30
7064,30
7066,30
7067,30
7068,30
7069,30
7070,30
7072,30
5038,30
7093,30
6589,30
7103,30
6592,30
7106,30
6598,30
7113,30
7115,30
6609,30
6610,30
6611,30
6612,30
6613,30
6614,30
6615,30
6616,30
6617,30
6618,30
7131,30
7132,30
7133,30
7134,30
7135,30
7136,30
6619,30
6624,30
7139,30
6628,30
6629,30
7144,30
7145,30
7146,30
6635,30
6636,30
7147,30
6638,30
7148,30
7150,30
6641,30
7151,30
6647,30
6648,30
6649,30
7163,30
7164,30
6654,30
3072,9
3073,9
3074,9
3076,9
5,9
3080,9
3084,9
3085,9
13,9
15,9
14,9
18,9
19,9
20,9
3093,9
3094,9
3095,9
21,9
23,9
26,9
27,9
3100,9
3101,9
28,9
3104,9
3105,9
3107,9
3108,9
3111,9
3113,9
3114,9
3121,9
3122,9
3123,9
3124,9
3125,9
3126,9
3127,9
3128,9
3129,9
3140,9
3141,9
3143,9
3145,9
3146,9
3147,9
3150,9
3151,9
3152,9
3153,9
3156,9
4187,9
4188,9
4189,9
4190,9
4191,9
7264,9
7265,9
7266,9
110,9
112,9
3238,9
3240,9
3241,9
3248,9
3249,9
3250,9
3251,9
3252,9
3253,9
3254,9
3255,9
3281,9
3282,9
3283,9
3284,9
3285,9
3286,9
3287,9
3288,9
3293,9
3296,9
3297,9
3298,9
3299,9
3302,9
3304,9
3308,9
3314,9
3318,9
3319,9
3320,9
3324,9
3325,9
3329,9
3332,9
3336,9
3338,9
3340,9
3341,9
3342,9
3343,9
3344,9
3346,9
3349,9
3350,9
3351,9
3352,9
3353,9
7462,9
7464,9
7465,9
7466,9
7469,9
7470,9
3382,9
3389,9
3390,9
3391,9
3392,9
3393,9
3394,9
3395,9
3396,9
2383,9
345,9
346,9
347,9
348,9
2397,9
349,9
4447,9
2400,9
4448,9
352,9
353,9
354,9
351,9
2452,9
2472,9
2480,9
2481,9
2485,9
8652,9
8658,9
8659,9
4578,9
4579,9
8697,9
8698,9
8700,9
8701,9
8702,9
8703,9
8704,9
8807,9
8808,9
8809,9
8810,9
8811,9
8812,9
7837,9
8906,9
720,9
721,9
722,9
723,9
724,9
725,9
726,9
727,9
728,9
729,9
730,9
731,9
732,9
733,9
734,9
735,9
736,9
737,9
738,9
739,9
740,9
741,9
742,9
743,9
744,9
745,9
758,9
759,9
760,9
761,9
762,9
763,9
764,9
765,9
766,9
767,9
768,9
769,9
770,9
771,9
772,9
773,9
774,9
775,9
776,9
777,9
778,9
779,9
780,9
786,9
787,9
788,9
789,9
790,9
791,9
792,9
793,9
794,9
795,9
796,9
797,9
798,9
799,9
804,9
805,9
806,9
807,9
808,9
809,9
810,9
811,9
812,9
813,9
814,9
815,9
816,9
817,9
3030,9
3031,9
3032,9
3033,9
3034,9
3035,9
3036,9
3037,9
3044,9
3045,9
3046,9
3047,9
3048,9
3049,9
3050,9
3051,9
3052,9
3053,9
3054,9
3055,9
3056,9
3057,9
3058,9
3059,9
3060,9
3061,9
3062,9
3063,9
3064,9
3065,9
3066,9
3067,9
3070,9
3071,9
3584,28
3585,28
4611,28
3587,28
4613,28
4614,28
4617,28
4618,28
4619,28
4620,28
4621,28
4106,28
4623,28
4624,28
3599,28
3602,28
3603,28
3600,28
4629,28
3605,28
3601,28
4628,28
3606,28
3608,28
4635,28
4121,28
3613,28
4638,28
4639,28
4640,28
4641,28
4642,28
4643,28
3619,28
3621,28
3622,28
3623,28
3617,28
3625,28
3626,28
3627,28
4140,28
3630,28
3631,28
3632,28
3635,28
3638,28
3639,28
3640,28
3641,28
4157,28
4159,28
4160,28
4161,28
3654,28
3657,28
3658,28
4171,28
4172,28
3659,28
3660,28
3663,28
4176,28
3665,28
3666,28
3664,28
3667,28
3669,28
3668,28
4181,28
4185,28
4186,28
3682,28
3685,28
3689,28
3690,28
3691,28
3692,28
4721,28
4722,28
4724,28
3700,28
3701,28
4726,28
3703,28
3702,28
3706,28
4731,28
4732,28
4733,28
4734,28
4735,28
3705,28
3704,28
4729,28
4736,28
3716,28
3723,28
4748,28
3724,28
3725,28
3731,28
3732,28
3733,28
3734,28
3735,28
3736,28
4777,28
3609,28
4778,28
4780,28
3756,28
4782,28
4783,28
4784,28
3762,28
3763,28
4279,28
4280,28
4281,28
4107,28
3771,28
4108,28
3775,28
3776,28
3777,28
3778,28
4109,28
4296,28
4297,28
4298,28
4300,28
4301,28
4302,28
4303,28
4304,28
4305,28
4307,28
4308,28
3797,28
3799,28
4312,28
4313,28
4315,28
4828,28
3805,28
3806,28
4316,28
4324,28
4325,28
4329,28
4842,28
4843,28
3819,28
4846,28
3823,28
3824,28
3825,28
4337,28
4851,28
4852,28
3827,28
4342,28
4343,28
4855,28
4854,28
3610,28
3611,28
4864,28
3840,28
4866,28
4867,28
4122,28
3845,28
3846,28
3847,28
3848,28
3849,28
4874,28
4366,28
4879,28
4880,28
4367,28
4369,28
4125,28
4371,28
4885,28
4886,28
4887,28
4888,28
4891,28
4382,28
4383,28
4894,28
4385,28
4637,28
4386,28
4387,28
4389,28
4388,28
4897,28
4899,28
4906,28
4909,28
3826,28
4402,28
4404,28
4407,28
4408,28
3903,28
3904,28
4419,28
3914,28
3917,28
4849,28
4850,28
3923,28
3924,28
3925,28
3926,28
3927,28
3937,28
3943,28
3945,28
3946,28
3948,28
3955,28
3960,28
3961,28
3962,28
3963,28
3964,28
3965,28
3967,28
3972,28
3973,28
3974,28
3976,28
3977,28
3978,28
3979,28
3991,28
3992,28
3993,28
3994,28
3995,28
3996,28
3997,28
3998,28
3999,28
4004,28
4005,28
4006,28
4008,28
4014,28
4015,28
4016,28
4017,28
4026,28
4027,28
4030,28
4031,28
4032,28
4547,28
4548,28
4551,28
4552,28
4553,28
4554,28
4555,28
4556,28
4557,28
4558,28
4559,28
4044,28
4561,28
4045,28
4056,28
4057,28
4061,28
4062,28
4576,28
4066,28
4069,28
3559,28
3560,28
3567,28
3568,28
3570,28
3574,28
3582,28
4607,28
149,29
165,29
172,29
517,29
540,29
554,29
2717,29
2718,29
2719,29
2720,29
2721,29
2722,29
2723,29
2724,29
2725,29
2726,29
2727,29
2728,29
2729,29
2731,29
2732,29
2734,29
2736,29
2737,29
2738,29
2739,29
2740,29
2741,29
2742,29
2743,29
2744,29
2745,29
2746,29
2747,29
2748,29
2749,29
2750,29
2751,29
2752,29
2753,29
2754,29
2755,29
2756,29
2757,29
2758,29
2759,29
2760,29
2761,29
2762,29
2765,29
2766,29
2767,29
2773,29
2777,29
2781,29
2782,29
2784,29
2786,29
2790,29
2791,29
2792,29
2793,29
2794,29
2795,29
2796,29
2797,29
2798,29
2799,29
2800,29
2801,29
2802,29
2803,29
2804,29
2805,29
2806,29
2807,29
2808,29
2809,29
2810,29
2811,29
2812,29
2813,29
2814,29
2815,29
2816,29
2817,29
2818,29
2819,29
2820,29
2821,29
2822,29
2823,29
2824,29
2825,29
2826,29
2827,29
2828,29
2829,29
2830,29
2831,29
2832,29
2833,29
2834,29
2835,29
2836,29
2837,29
2838,29
2839,29
2840,29
2841,29
2842,29
2843,29
2844,29
2845,29
2846,29
2847,29
2848,29
2849,29
2853,29
2854,29
2855,29
2856,29
2857,29
2858,29
2859,29
2860,29
2861,29
2868,29
2869,29
2872,29
2877,29
2878,29
2879,29
2880,29
2887,29
2888,29
2889,29
2891,29
2893,29
2895,29
2903,29
2904,29
2905,29
2908,29
2909,29
2910,29
2912,29
2915,29
2916,29
2920,29
2921,29
2922,29
2924,29
2925,29
2926,29
2927,29
2928,29
2929,29
2930,29
2931,29
2932,29
2933,29
2934,29
2935,29
2936,29
2937,29
2938,29
2939,29
2940,29
2941,29
2942,29
2943,29
2944,29
2945,29
2946,29
2947,29
2948,29
2949,29
2950,29
2951,29
2952,29
2953,29
2954,29
2955,29
2956,29
2957,29
2958,29
2959,29
2960,29
2961,29
2962,29
2963,29
2964,29
2965,29
2966,29
2967,29
2968,29
2969,29
2970,29
2971,29
2972,29
2973,29
2974,29
2975,29
2976,29
2977,29
2978,29
2979,29
2980,29
2981,29
2982,29
2983,29
2984,29
2985,29
2986,29
2987,29
2988,29
2989,29
2990,29
2991,29
2992,29
2993,29
2994,29
2995,29
2997,29
2998,29
2999,29
3000,29
3001,29
3002,29
3003,29
3004,29
3005,29
3006,29
3007,29
3008,29
3009,29
3010,29
3011,29
3012,29
3013,29
3014,29
3015,29
3016,29
3017,29
3018,29
3019,29
3020,29
3021,29
3022,29
3023,29
3024,29
3025,29
3026,29
3027,29
3028,29
3029,29
7176,31
2146,31
7294,31
7295,31
7296,31
7298,31
7299,31
7307,31
7308,31
7309,31
7311,31
7312,31
7320,31
7321,31
7322,31
7323,31
7324,31
7325,31
7326,31
7330,31
7333,31
7334,31
7340,31
7341,31
7342,31
7343,31
7347,31
7348,31
7350,31
7353,31
7356,31
7357,31
7359,31
7360,31
7361,31
7367,31
7368,31
7376,31
7377,31
7387,31
7388,31
7389,31
7397,31
7398,31
7399,31
7400,31
7401,31
7402,31
7403,31
7404,31
7405,31
7406,31
7416,31
7417,31
7418,31
7422,31
7423,31
7424,31
7426,31
7428,31
7430,31
7431,31
7432,31
7435,31
7436,31
7437,31
7439,31
7442,31
7443,31
7448,31
7451,31
2334,31
2335,31
2336,31
2337,31
7455,31
7459,31
2340,31
7461,31
2341,31
7460,31
7456,31
7457,31
2347,31
2348,31
2349,31
2352,31
8526,31
8527,31
8534,31
8535,31
8536,31
8537,31
8538,31
8539,31
8540,31
8541,31
8542,31
8543,31
8546,31
3431,31
8552,31
3432,31
3433,31
3434,31
3435,31
3436,31
3437,31
3438,31
3439,31
3440,31
3441,31
3442,31
3443,31
3444,31
3445,31
3446,31
3447,31
3448,31
3449,31
3450,31
3451,31
3452,31
3453,31
3454,31
3455,31
3456,31
3457,31
3458,31
3459,31
3460,31
3461,31
3463,31
3464,31
7561,31
3465,31
3466,31
3467,31
3468,31
3469,31
3470,31
3471,31
3472,31
3473,31
3474,31
3475,31
3476,31
3477,31
3478,31
3479,31
3480,31
3481,31
3482,31
3483,31
3484,31
3485,31
3486,31
3487,31
3488,31
3489,31
3490,31
3491,31
3492,31
3493,31
3494,31
3495,31
3496,31
3497,31
3498,31
3499,31
3500,31
3501,31
3502,31
3503,31
3504,31
3505,31
3507,31
3508,31
3509,31
3510,31
3511,31
3512,31
3513,31
3514,31
3515,31
3516,31
7613,31
3517,31
7612,31
7614,31
7621,31
8647,31
5577,31
7626,31
7627,31
2511,31
8722,31
8723,31
8724,31
8725,31
8726,31
8727,31
1608,31
1609,31
1610,31
1611,31
1615,31
7761,31
7762,31
7763,31
1617,31
7767,31
7768,31
7769,31
7770,31
1627,31
1623,31
1624,31
1626,31
1628,31
1637,31
1638,31
1639,31
7785,31
7790,31
7791,31
7792,31
1649,31
1651,31
7798,31
7800,31
1657,31
1658,31
1659,31
7805,31
1661,31
1663,31
7808,31
7809,31
7810,31
7811,31
7807,31
1662,31
7817,31
1674,31
1677,31
1678,31
1679,31
1680,31
1681,31
1682,31
1683,31
7857,31
7861,31
7862,31
1718,31
7868,31
7870,31
1727,31
1728,31
1729,31
1730,31
7877,31
7878,31
7879,31
7880,31
7881,31
7882,31
7883,31
7884,31
7885,31
7889,31
7912,31
7916,31
7917,31
7918,31
1976,31
1978,31
1979,31
1980,31
1987,31
1988,31
1991,31
1992,31
1993,31
1994,31
2001,31
2002,31
2004,31
2027,31
2031,31
2034,31
2035,31
2036,31
2037,31
2038,31
2039,31
2040,31
6149,2
6150,2
6151,2
6152,2
6154,2
6155,2
6156,2
6157,2
6159,2
6160,2
6161,2
6162,2
6163,2
6165,2
6166,2
6167,2
6168,2
6169,2
6171,2
1052,2
6173,2
6174,2
6175,2
6176,2
6177,2
1053,2
6179,2
6186,2
6187,2
5183,2
5188,2
5190,2
5191,2
5193,2
5194,2
5195,2
5196,2
5197,2
5199,2
5207,2
5208,2
4282,2
4284,2
4286,2
4288,2
4292,2
4932,2
4933,2
4934,2
4935,2
4372,2
4376,2
4378,2
4384,2
5969,2
5973,2
5977,2
5978,2
5980,2
8715,2
5775,2
5776,2
5782,2
5784,2
5788,2
5789,2
5790,2
