,0
2560,90
2561,90
2562,90
2563,90
2564,90
2565,90
2566,90
2567,90
2568,90
2569,90
2570,90
2571,90
2572,90
2573,90
2581,90
2582,90
2583,90
2584,90
2590,90
2593,90
2616,90
2618,90
2619,90
2620,90
5952,90
5956,90
4708,90
4716,90
4717,90
4718,90
4719,90
4720,90
4721,90
2432,90
2433,90
2434,90
2435,90
2436,90
2437,90
2438,90
2439,90
2440,90
2441,90
2442,90
2481,90
2483,90
2484,90
2485,90
2486,90
2506,90
2507,90
2514,90
2516,90
2517,90
2518,90
2528,90
2529,90
2530,90
2532,90
2540,90
2548,90
2552,90
2553,90
2554,90
2555,90
2556,90
2557,90
0,56
1,56
2,56
3,56
4,56
5,56
6,56
771,56
8,56
772,56
10,56
11,56
12,56
13,56
14,56
15,56
16,56
17,56
5388,56
19,56
5389,56
21,56
22,56
23,56
24,56
25,56
26,56
27,56
28,56
29,56
30,56
36,56
37,56
40,56
41,56
42,56
5395,56
773,56
774,56
775,56
6717,56
6718,56
776,56
2383,56
2384,56
2385,56
2387,56
6741,56
2390,56
6742,56
2389,56
2397,56
2398,56
2399,56
2400,56
2401,56
5394,56
2423,56
2427,56
5284,56
5285,56
5286,56
5287,56
5288,56
5289,56
5290,56
5291,56
5292,56
5293,56
5294,56
5295,56
5808,56
5296,56
5297,56
5298,56
5299,56
5300,56
5809,56
5301,56
5305,56
5306,56
5312,56
5313,56
5314,56
5317,56
3270,56
5318,56
5319,56
5382,56
5323,56
5324,56
5383,56
5326,56
721,56
5330,56
5331,56
5329,56
5332,56
5333,56
3285,56
5334,56
3286,56
3287,56
3288,56
3289,56
5335,56
5336,56
3294,56
3295,56
3296,56
737,56
5345,56
3297,56
3298,56
5393,56
1152,57
1035,57
1036,57
1037,57
1038,57
1039,57
1300,57
1301,57
1057,57
1060,57
1061,57
1062,57
1070,57
1073,57
1075,57
1076,57
1257,57
1206,57
1088,57
1089,57
1094,57
1125,57
1126,57
1127,57
1128,57
1129,57
873,57
1256,57
1132,57
1133,57
1134,57
1135,57
1136,57
1137,57
1138,57
1258,57
1259,57
1260,57
1265,57
1143,57
1144,57
1268,57
1147,57
1148,57
1149,57
1150,57
1151,57
5120,14
5121,14
5122,14
5123,14
5124,14
5125,14
5126,14
5127,14
5128,14
5133,14
5136,14
5139,14
5140,14
5141,14
5142,14
5143,14
5144,14
5145,14
5146,14
532,14
5151,14
5152,14
5153,14
5155,14
588,14
81,14
82,14
83,14
84,14
85,14
86,14
87,14
89,14
90,14
91,14
92,14
93,14
94,14
95,14
96,14
97,14
98,14
99,14
100,14
104,14
106,14
110,14
111,14
112,14
113,14
114,14
115,14
117,14
118,14
119,14
120,14
121,14
122,14
126,14
127,14
128,14
129,14
130,14
131,14
132,14
133,14
134,14
135,14
136,14
137,14
138,14
139,14
140,14
141,14
142,14
143,14
144,14
146,14
147,14
148,14
149,14
150,14
151,14
5405,14
5406,14
5407,14
5425,14
5426,14
5436,14
5999,14
6000,14
6001,14
6002,14
6003,14
6005,14
6006,14
6007,14
6008,14
6009,14
6010,14
6016,14
6017,14
6018,14
6021,14
6023,14
6028,14
6029,14
6030,14
6031,14
6033,14
6039,14
410,14
6043,14
426,14
5091,14
5092,14
5093,14
5094,14
5095,14
5096,14
5098,14
5100,14
5101,14
5102,14
5104,14
5105,14
5106,14
5107,14
5108,14
5112,14
5114,14
5115,14
5116,14
5117,14
5118,14
5119,14
3660,54
3661,54
3666,54
3603,54
3604,54
3605,54
3606,54
3607,54
3608,54
3609,54
3610,54
3611,54
3612,54
3613,54
3614,54
3552,54
3553,54
3554,54
3555,54
3558,54
3559,54
3560,54
3561,54
3562,54
3563,54
38,1
39,1
5713,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
3905,1
3906,1
2247,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
2251,1
2253,1
2254,1
